"placa","marca","modelo","anio","kilometraje","ultimo_mantenimiento","descripcion_sintomas","sensor_nivel_combustible","falla_real","subfalla_real","gravedad_real","solucion_real","es_correcto"
"EGW-269","Hyundai","Creta","2017","132224","2024-02-20","Testigos del tablero se encienden y apagan aleatoriamente","74.0","Electrico","Sensores Descalibrados","Media","Reprogramación de cuerpo de aceleración/sensores","True"
"GJY-883","Toyota","Hilux","2024","13920","2024-07-03","El motor sube de RPM pero el auto apenas avanza. Huele mal.","18.1","Transmision","Deslizamiento de Discos","Alta","Overhaul de transmisión automática","True"
"BFX-845","Hyundai","Accent","2011","289982","2024-09-03","El auto da marcha pero no arranca, o se apaga en movimiento","14.1","Combustible","Bomba de Gasolina","Alta","Medir presión y cambiar bomba de combustible","True"
"QUX-339","Nissan","Sentra","2017","106800","2024-08-01","El indicador de temperatura sube al máximo y sale vapor del capó de forma intermitente.","52.4","Motor","Sobrecalentamiento","Alta","Revisar termostato, ventilador y nivel de refrigerante","True"
"VWE-798","Nissan","March","2021","79192","2024-09-13","Batería está bien pero el motor no gira al dar arranque de forma intermitente.","69.8","Electrico","Motor de Arranque","Alta","Mantenimiento o cambio de marcha (arranque)","True"
"CRK-212","Toyota","Yaris","2019","106062","2024-12-25","El auto se acelera solo o las RPM bajan hasta apagarse","10.2","Combustible","Cuerpo de Aceleración Sucio","Media","Limpieza y calibración de cuerpo de aceleración","True"
"KXU-159","Nissan","Sentra","2021","82216","2024-03-24","El motor sube de RPM pero el auto apenas avanza. Empeora en frío.","87.5","Transmision","Deslizamiento de Discos","Alta","Overhaul de transmisión automática","True"
"ZSP-289","Nissan","March","2010","237960","2024-07-03","Marcha inestable, humo negro y alto consumo de gasolina de forma intermitente.","5.7","Combustible","Inyectores Obstruidos","Media","Limpieza de inyectores en laboratorio","True"
"RUJ-524","Toyota","RAV4","2019","104946","2024-10-02","Golpe seco y fuerte al pasar de P a D o R. Se escucha raro.","38.0","Transmision","Golpeteo en Cambios","Media","Cambio de soportes o revisión de cuerpo de válvulas","True"
"PMR-838","Nissan","Sentra","2021","54648","2024-02-18","El motor cascabelea (misfire) y la marcha mínima es inestable. Empeora en frío.","17.2","Motor","Fallo en Bujías/Bobinas","Media","Escanear cilindros y reemplazar bujías/bobinas","True"
"PED-100","Nissan","March","2012","194753","2024-01-23","El pedal se va hasta el fondo sin resistencia y no frena. Se escucha raro.","68.6","Frenos","Fuga de Líquido","Crítica","Cambio de cilindro maestro o mangueras","True"
"YSG-705","Hyundai","Accent","2015","170980","2024-08-06","Testigos del tablero se encienden y apagan aleatoriamente. Huele mal.","85.5","Electrico","Sensores Descalibrados","Media","Reprogramación de cuerpo de aceleración/sensores","True"
"DCE-341","Hyundai","Accent","2017","140288","2024-05-04","Batería está bien pero el motor no gira al dar arranque. Huele mal.","35.1","Electrico","Motor de Arranque","Alta","Mantenimiento o cambio de marcha (arranque)","True"
"BQP-167","Nissan","Versa","2011","272188","2024-02-10","Olor a balata quemada al soltar el embrague en subidas. Se escucha raro.","83.2","Transmision","Embrague Patinando (Manual)","Alta","Cambio de kit de embrague completo","True"
"ZWE-400","Nissan","Sentra","2022","46890","2024-09-01","Ruido metálico fuerte al encender y vibración excesiva. Se escucha raro.","37.0","Motor","Banda/Cadena de Tiempo","Crítica","Reemplazo inmediato de kit de distribución","True"
"JEP-719","Kia","Picanto","2016","153252","2024-12-18","Olor a aceite quemado y manchas frescas bajo el motor de forma intermitente.","61.5","Motor","Fuga de Aceite","Media","Lavado de motor y cambio de empaques/retenes","True"
"JXC-949","Nissan","Versa","2010","249585","2024-07-23","Manchas rojas en el piso y cambios retardados. Empeora en frío.","93.4","Transmision","Fuga de Fluido ATF","Baja","Sellado de fugas y relleno de nivel","True"
"BEN-617","Toyota","RAV4","2010","310260","2024-09-03","Olor a plástico quemado y fusibles se queman constantemente. Huele mal.","92.0","Electrico","Cortocircuito","Baja","Rastreo de líneas y cambio de fusibles","True"
"YFF-713","Toyota","Yaris","2020","72470","2024-05-07","Dificultad para arrancar justo después de cargar gasolina. Empeora en frío.","14.4","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
"FFF-898","Hyundai","Creta","2016","124677","2024-06-17","Olor a aceite quemado y manchas frescas bajo el motor. Huele mal.","65.5","Motor","Fuga de Aceite","Media","Lavado de motor y cambio de empaques/retenes","True"
"JAC-498","Nissan","Frontier","2015","214670","2024-01-14","El motor cascabelea (misfire) y la marcha mínima es inestable. Se escucha raro.","73.0","Motor","Fallo en Bujías/Bobinas","Media","Escanear cilindros y reemplazar bujías/bobinas","True"
"WRF-599","Kia","Seltos","2010","210120","2024-08-10","Ruido metálico fuerte al encender y vibración excesiva de forma intermitente.","56.6","Motor","Banda/Cadena de Tiempo","Crítica","Reemplazo inmediato de kit de distribución","True"
"GZQ-284","Kia","Picanto","2017","140880","2024-11-25","La transmisión se queda pegada en una sola velocidad. Se escucha raro.","37.0","Transmision","Solenoides Atascados","Media","Reemplazo de paquete de solenoides","True"
"HVF-786","Nissan","March","2023","40624","2024-05-10","Golpe seco y fuerte al pasar de P a D o R. Empeora en frío.","24.9","Transmision","Golpeteo en Cambios","Media","Cambio de soportes o revisión de cuerpo de válvulas","True"
"FEE-452","Hyundai","Accent","2010","260985","2024-07-19","Chillido muy agudo y constante al pisar el freno suavemente de forma intermitente.","23.8","Frenos","Balatas Cristalizadas","Alta","Cambio de pastillas y rectificado de discos","True"
"LFS-442","Kia","Picanto","2015","195260","2024-11-17","El volante vibra violentamente al frenar a alta velocidad de forma intermitente.","92.9","Frenos","Discos Alabeados","Media","Rectificación o cambio de discos","True"
"EUA-514","Nissan","Frontier","2015","145100","2024-01-25","Olor a balata quemada al soltar el embrague en subidas. Huele mal.","94.2","Transmision","Embrague Patinando (Manual)","Alta","Cambio de kit de embrague completo","True"
"ZNL-463","Hyundai","Accent","2024","14974","2024-11-02","Manchas rojas en el piso y cambios retardados. Huele mal.","61.6","Transmision","Fuga de Fluido ATF","Baja","Sellado de fugas y relleno de nivel","True"
"HPD-166","Hyundai","Creta","2018","121170","2024-06-18","El motor sube de RPM pero el auto apenas avanza","40.0","Transmision","Deslizamiento de Discos","Alta","Overhaul de transmisión automática","True"
"TDM-484","Nissan","Frontier","2019","89988","2024-03-09","Ruido metálico fuerte al encender y vibración excesiva. Huele mal.","37.4","Motor","Banda/Cadena de Tiempo","Crítica","Reemplazo inmediato de kit de distribución","True"
"AKU-988","Nissan","March","2015","164890","2024-02-07","Marcha inestable, humo negro y alto consumo de gasolina. Se escucha raro.","3.1","Combustible","Inyectores Obstruidos","Media","Limpieza de inyectores en laboratorio","True"
"VTG-579","Toyota","RAV4","2015","215450","2024-02-02","Chillido muy agudo y constante al pisar el freno suavemente. Se escucha raro.","87.4","Frenos","Balatas Cristalizadas","Alta","Cambio de pastillas y rectificado de discos","True"
"XRG-545","Toyota","Hilux","2013","168480","2024-04-04","La luz de batería se enciende y las luces principales parpadean. Empeora en frío.","69.3","Electrico","Alternador Defectuoso","Alta","Reparar o cambiar alternador","True"
"NCY-370","Nissan","Sentra","2017","110792","2024-05-01","Olor a aceite quemado y manchas frescas bajo el motor. Empeora en frío.","21.2","Motor","Fuga de Aceite","Media","Lavado de motor y cambio de empaques/retenes","True"
"PCH-365","Hyundai","Elantra","2022","49194","2024-03-06","La luz de batería se enciende y las luces principales parpadean. Huele mal.","39.4","Electrico","Alternador Defectuoso","Alta","Reparar o cambiar alternador","True"
"WMX-405","Kia","Rio","2024","14770","2024-03-11","El pedal se va hasta el fondo sin resistencia y no frena. Empeora en frío.","52.7","Frenos","Fuga de Líquido","Crítica","Cambio de cilindro maestro o mangueras","True"
"WGW-987","Nissan","Frontier","2020","72135","2024-05-30","Batería está bien pero el motor no gira al dar arranque","86.8","Electrico","Motor de Arranque","Alta","Mantenimiento o cambio de marcha (arranque)","True"
"KGU-270","Hyundai","Creta","2020","92140","2024-12-21","El auto se acelera solo o las RPM bajan hasta apagarse. Empeora en frío.","6.1","Combustible","Cuerpo de Aceleración Sucio","Media","Limpieza y calibración de cuerpo de aceleración","True"
"DGU-665","Toyota","Hilux","2011","203616","2024-09-08","Olor a plástico quemado y fusibles se queman constantemente de forma intermitente.","38.0","Electrico","Cortocircuito","Baja","Rastreo de líneas y cambio de fusibles","True"
"NSS-305","Kia","Rio","2014","132979","2024-09-26","El auto pierde fuerza al exigirle aceleración a fondo. Huele mal.","12.5","Combustible","Filtro Saturado","Baja","Cambio de filtro de combustible y línea","True"
"XQR-278","Toyota","RAV4","2020","91765","2024-04-06","Golpe seco y fuerte al pasar de P a D o R de forma intermitente.","72.4","Transmision","Golpeteo en Cambios","Media","Cambio de soportes o revisión de cuerpo de válvulas","True"
"CYT-639","Nissan","Versa","2010","299895","2024-04-03","El pedal se siente esponjoso y baja más de lo normal. Se escucha raro.","77.4","Frenos","Aire en el Sistema","Alta","Purgado completo del líquido de frenos","True"
"ZNB-645","Hyundai","Elantra","2012","188045","2024-04-20","El auto pierde fuerza al exigirle aceleración a fondo de forma intermitente.","12.4","Combustible","Filtro Saturado","Baja","Cambio de filtro de combustible y línea","True"
"XKS-492","Toyota","Yaris","2023","35940","2024-07-11","Marcha inestable, humo negro y alto consumo de gasolina. Se escucha raro.","6.0","Combustible","Inyectores Obstruidos","Media","Limpieza de inyectores en laboratorio","True"
"WSY-411","Nissan","Versa","2013","257388","2024-05-05","Manchas rojas en el piso y cambios retardados. Empeora en frío.","37.0","Transmision","Fuga de Fluido ATF","Baja","Sellado de fugas y relleno de nivel","True"
"UMC-826","Kia","Picanto","2010","276285","2024-04-28","El pedal se va hasta el fondo sin resistencia y no frena de forma intermitente.","20.9","Frenos","Fuga de Líquido","Crítica","Cambio de cilindro maestro o mangueras","True"
"EYF-699","Toyota","Corolla","2013","168504","2024-02-18","El auto se acelera solo o las RPM bajan hasta apagarse. Huele mal.","7.7","Combustible","Cuerpo de Aceleración Sucio","Media","Limpieza y calibración de cuerpo de aceleración","True"
"TMX-338","Toyota","RAV4","2010","279585","2024-08-26","El auto se acelera solo o las RPM bajan hasta apagarse. Huele mal.","11.1","Combustible","Cuerpo de Aceleración Sucio","Media","Limpieza y calibración de cuerpo de aceleración","True"
"DBP-747","Toyota","Yaris","2012","201331","2024-10-13","El motor sube de RPM pero el auto apenas avanza. Se escucha raro.","60.2","Transmision","Deslizamiento de Discos","Alta","Overhaul de transmisión automática","True"
"BCE-757","Kia","Sportage","2016","167805","2024-11-25","La transmisión se queda pegada en una sola velocidad. Empeora en frío.","44.1","Transmision","Solenoides Atascados","Media","Reemplazo de paquete de solenoides","True"
"SBV-317","Toyota","Yaris","2015","137200","2024-12-01","Olor a balata quemada al soltar el embrague en subidas. Empeora en frío.","81.8","Transmision","Embrague Patinando (Manual)","Alta","Cambio de kit de embrague completo","True"
"WAA-182","Nissan","March","2016","132408","2024-05-02","Se enciende testigo ABS pero el frenado mecánico funciona. Se escucha raro.","54.5","Frenos","Sensor ABS","Baja","Limpieza o cambio de sensor de velocidad de rueda","True"
"FQM-577","Kia","Picanto","2015","202750","2024-06-16","El pedal se siente esponjoso y baja más de lo normal. Se escucha raro.","74.6","Frenos","Aire en el Sistema","Alta","Purgado completo del líquido de frenos","True"
"UJS-582","Nissan","Sentra","2020","64545","2024-07-12","El volante vibra violentamente al frenar a alta velocidad","73.9","Frenos","Discos Alabeados","Media","Rectificación o cambio de discos","True"
"XPJ-138","Toyota","Corolla","2021","77876","2024-01-31","Olor a balata quemada al soltar el embrague en subidas. Se escucha raro.","72.5","Transmision","Embrague Patinando (Manual)","Alta","Cambio de kit de embrague completo","True"
"EKK-268","Nissan","Frontier","2024","14494","2024-01-21","Testigos del tablero se encienden y apagan aleatoriamente de forma intermitente.","54.8","Electrico","Sensores Descalibrados","Media","Reprogramación de cuerpo de aceleración/sensores","True"
"UWF-479","Hyundai","Accent","2014","207856","2024-07-30","Se enciende testigo ABS pero el frenado mecánico funciona. Empeora en frío.","27.8","Frenos","Sensor ABS","Baja","Limpieza o cambio de sensor de velocidad de rueda","True"
"LDT-939","Nissan","Frontier","2017","173800","2024-02-03","El pedal se va hasta el fondo sin resistencia y no frena. Empeora en frío.","18.3","Frenos","Fuga de Líquido","Crítica","Cambio de cilindro maestro o mangueras","True"
"JZF-763","Toyota","RAV4","2011","240912","2024-06-18","El volante vibra violentamente al frenar a alta velocidad de forma intermitente.","40.5","Frenos","Discos Alabeados","Media","Rectificación o cambio de discos","True"
"TJV-200","Toyota","Yaris","2013","185616","2024-09-24","Marcha inestable, humo negro y alto consumo de gasolina. Huele mal.","8.6","Combustible","Inyectores Obstruidos","Media","Limpieza de inyectores en laboratorio","True"
"LSV-271","Hyundai","Creta","2018","135520","2024-08-17","Testigos del tablero se encienden y apagan aleatoriamente. Empeora en frío.","46.2","Electrico","Sensores Descalibrados","Media","Reprogramación de cuerpo de aceleración/sensores","True"
"CLD-632","Toyota","Hilux","2013","172116","2024-10-13","El motor sube de RPM pero el auto apenas avanza. Huele mal.","37.7","Transmision","Deslizamiento de Discos","Alta","Overhaul de transmisión automática","True"
"TQP-276","Toyota","Corolla","2023","26868","2024-08-02","Ruido metálico fuerte al encender y vibración excesiva. Se escucha raro.","48.6","Motor","Banda/Cadena de Tiempo","Crítica","Reemplazo inmediato de kit de distribución","True"
"UBS-709","Kia","Picanto","2020","100040","2024-08-27","El auto da marcha pero no arranca, o se apaga en movimiento. Empeora en frío.","8.4","Combustible","Bomba de Gasolina","Alta","Medir presión y cambiar bomba de combustible","True"
